Серія	Дата заказа	Планована дата виготовлення	Заготовка готово	Час заготовка	Зварка готово	Час зварка	Фарбування готово	Час фарба	МДФГотово	Час МДФ	Зборка готово	Час зборка	Упаковка готово	Час упаковка	Тип	Модель	Розмір	Кількість створок
42600026	20.03.2026	11.06.2026	Так 		Так 		Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600030	20.03.2026	11.06.2026	Так 		Ні 	0,3080	Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600031	20.03.2026	11.06.2026	Так 		Ні 	0,3080	Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600033	20.03.2026	11.06.2026	Так 		Ні 	0,3080	Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600035	20.03.2026	11.06.2026	Так 		Ні 	0,3080	Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600038	20.03.2026	11.06.2026	Так 		Так 		Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600041	20.03.2026	11.06.2026	Так 		Так 		Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600043	20.03.2026	11.06.2026	Так 		Ні 	0,3080	Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600044	20.03.2026	11.06.2026	Так 		Так 		Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600022	20.03.2026	11.06.2026	Так 		Ні 	0,3080	Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600023	20.03.2026	11.06.2026	Так 		Ні 	0,3080	Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
42600024	20.03.2026	11.06.2026	Так 		Ні 	0,3080	Ні 	0,7800	Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600858	23.03.2026	12.06.2026	Так 		Ні 	0,2000	Ні 	0,4000	Так 		Ні 	0,4000	Ні 	0,2286	Двері Garant	NP7	2040*860	1
32600859	23.03.2026	12.06.2026	Так 		Ні 	0,1455	Ні 	0,1067	Ні 	0,1333	Ні 	0,1067	Ні 	0,1778	Двері люкс	рис фреза	1920*1080	1
52600084	12.05.2026	12.06.2026	Так 		Ні 	0,2200	Ні 	0,5200	Так 		Ні 	0,5200	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600860	24.03.2026	15.06.2026	Так 		Так 		Ні 	0,1600	Ні 	0,1333	Ні 	0,1600	Ні 	0,1778	Двері стандарт С	рис+чорна вст	2040*860	1
42600247	24.03.2026	15.06.2026	Так 		Так 		Так 		Так 		Ні 	0,2720	Ні 	0,2286	Двері стандарт С-скло	PM34-скло	2040*1150	2
42600027	27.03.2026	17.06.2026	Так 		Так 		Ні 	0,1600	Ні 	0,1333	Ні 	0,1600	Ні 	0,1778	Двері стандарт С	WS24	2040*860	1
42600522	22.04.2026	17.06.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	820*780	1
42600523	22.04.2026	17.06.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	850*780	1
42600070	30.03.2026	18.06.2026	Так 		Так 		Ні 	0,1600	Ні 	0,1333	Ні 	0,1600	Ні 	0,1778	Двері стандарт С	рис+чорна вст	2040*860	1
42600341	30.03.2026	18.06.2026	Так 		Так 		Ні 	0,7200	Ні 	0,1600	Ні 	0,7200	Ні 	0,3429	Двері Garant-скло	NP17-скло	2190*1200	2
32600861	31.03.2026	19.06.2026	Так 		Так 		Ні 	0,3200	Ні 	0,1333	Ні 	0,3200	Ні 	0,1778	Двері люкс-скло 	D29 скло	2040*860	1
42600028	31.03.2026	19.06.2026	Так 		Так 		Ні 	0,1600	Ні 	0,1333	Ні 	0,1600	Ні 	0,1778	Двері стандарт С	WS22	2040*860	1
